2345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
#,YYMMDDHHMI,STN,WD,WS,GST,GST,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN,RN,RN,SD,SD,SD,WC,WP,WW,CA,CA,CH,CT,CT,CT,CT,VS,SS,SI,ST,TS,TE,TE,TE,TE,ST,WH,BF,IR,IX
#,KST,ID,16,m/s,WD,WS,TM,hPa,hPa,-,hPa,C,C,%,hPa,mm,DAY,JUN,INT,HR3,DAY,TOT,--,--,----------------------,TOT,MID,MIN,--------,TOP,MID,LOW,GD,C,5,10,20,30,SEA,m,--,-,-
20250701-1600,192,14,1.1,-9,-9.0,-9,1009.5,1012.8,-9,-9.0,31.8,26.1,72.0,33.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,1,12,-,-9,-9,-9,5000,1.0,2.21,-9,40.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,201,27,2.3,-9,-9.0,-9,1007.8,1013.3,-9,-9.0,26.1,24.8,93.0,31.3,-9.0,0.2,0.2,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,6,2,-,-9,-9,-9,4126,0.0,-9.00,-9,28.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,202,16,2.4,-9,-9.0,-9,1007.0,1012.3,-9,-9.0,30.1,24.2,71.0,30.2,-9.0,0.1,0.1,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,7,9,-,-9,-9,-9,5000,0.5,-9.00,-9,38.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,203,11,0.7,-9,-9.0,-9,1004.2,1013.2,-9,-9.0,29.3,27.0,88.0,35.6,0.1,19.7,19.7,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,0,-9,-,-9,-9,-9,4929,0.5,-9.00,-9,34.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,-9
20250701-1600,211,20,2.9,-9,-9.0,-9,988.8,1011.4,-9,-9.0,28.5,23.4,74.0,28.8,0.0,0.6,0.6,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,2,12,-,-9,-9,-9,4783,0.2,-9.00,-9,34.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,-9
20250701-1600,212,23,2.3,-9,-9.0,-9,996.3,1011.9,-9,-9.0,31.3,23.6,64.0,29.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,6,10,-,-9,-9,-9,5000,0.4,-9.00,-9,35.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,216,23,2.4,-9,-9.0,-9,933.4,1010.4,-9,-9.0,29.3,19.8,57.0,23.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,0,-9,-,-9,-9,-9,5000,0.9,2.82,-9,37.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,217,32,1.7,-9,-9.0,-9,976.6,1010.9,-9,-9.0,31.1,23.2,63.0,28.4,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,2,4,-,-9,-9,-9,4244,0.1,-9.00,-9,38.1,29.2,28.2,26.9,25.0,-9,-9.0,-9,1,-9
20250701-1600,221,25,3.2,-9,-9.0,-9,982.7,1012.2,-9,-9.0,28.0,23.3,76.0,28.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,0,-9,-,-9,-9,-9,4980,0.0,-9.00,-9,30.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
20250701-1600,226,25,0.8,-9,-9.0,-9,993.1,1012.1,-9,-9.0,31.2,24.5,68.0,30.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,5,11,-,-9,-9,-9,5000,0.3,-9.00,-9,34.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,232,25,2.9,-9,-9.0,-9,1002.8,1012.3,-9,-9.0,31.0,24.3,68.0,30.4,-9.0,0.1,0.1,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,4,11,-,-9,-9,-9,5000,0.4,-9.00,-9,33.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,235,20,5.1,-9,-9.0,-9,1011.0,1012.1,-9,-9.0,30.1,25.8,78.0,33.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,1,-9,-,-9,-9,-9,4777,1.0,2.70,-9,37.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,236,25,0.7,-9,-9.0,-9,1011.0,1012.5,-9,-9.0,32.4,24.9,65.0,31.5,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,3,9,-,-9,-9,-9,5000,0.7,-9.00,-9,40.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,238,27,2.1,-9,-9.0,-9,992.7,1011.8,-9,-9.0,33.0,24.1,60.0,30.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,3,20,-,-9,-9,-9,5000,0.8,-9.00,-9,39.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,239,20,1.8,-9,-9.0,-9,1001.6,1011.6,-9,-9.0,31.7,25.0,68.0,31.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,3,8,-,-9,-9,-9,1842,0.7,2.34,-9,41.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,243,23,2.3,-9,-9.0,-9,1011.3,1012.7,-9,-9.0,33.7,23.6,56.0,29.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,11,-,-9,-9,-9,1137,0.8,-9.00,-9,50.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,244,23,1.2,-9,-9.0,-9,984.9,1012.3,-9,-9.0,30.4,24.0,69.0,29.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,3,10,-,-9,-9,-9,4970,0.4,-9.00,-9,36.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,245,23,4.2,-9,-9.0,-9,1004.8,1012.4,-9,-9.0,34.0,24.5,58.0,30.7,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,4,10,-,-9,-9,-9,4834,0.6,1.86,-9,43.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,-9
20250701-1600,247,27,2.6,-9,-9.0,-9,998.0,1012.8,-9,-9.0,32.6,25.1,65.0,31.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,2,11,-,-9,-9,-9,4960,0.8,-9.00,-9,44.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,248,20,2.4,-9,-9.0,-9,967.8,1012.4,-9,-9.0,30.7,22.8,63.0,27.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,0,-9,-,-9,-9,-9,5000,0.8,-9.00,-9,36.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
20250701-1600,251,23,3.2,-9,-9.0,-9,1005.5,1012.0,-9,-9.0,33.8,23.4,55.0,28.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,-,-9,-9,-9,5000,0.9,2.66,-9,39.8,34.0,29.1,28.0,25.7,-9,-9.0,-9,3,-9
20250701-1600,252,20,3.6,-9,-9.0,-9,1008.6,1012.8,-9,-9.0,32.4,23.6,60.0,29.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,0,-9,-,-9,-9,-9,5000,0.9,2.72,-9,34.7,34.7,32.5,28.5,27.3,-9,-9.0,-9,3,-9
20250701-1600,253,14,2.5,-9,-9.0,-9,1007.1,1013.2,-9,-9.0,31.9,25.7,70.0,33.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,2,75,-,-9,-9,-9,3231,0.9,2.41,-9,41.5,31.8,30.1,28.6,27.2,-9,-9.0,-9,3,-9
20250701-1600,254,32,1.1,-9,-9.0,-9,998.3,1012.7,-9,-9.0,32.1,24.1,63.0,30.0,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,3,3,-,-9,-9,-9,5000,0.4,1.47,-9,45.1,31.3,29.7,27.8,26.4,-9,-9.0,-9,3,-9
20250701-1600,255,18,1.0,-9,-9.0,-9,1006.5,1012.1,-9,-9.0,34.4,26.3,63.0,34.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,1,-9,-,-9,-9,-9,5000,1.0,2.57,-9,41.9,31.4,32.6,31.8,28.5,-9,-9.0,-9,3,-9
20250701-1600,257,23,3.4,-9,-9.0,-9,1011.1,1011.8,-9,-9.0,31.4,25.0,69.0,31.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,1,21,-,-9,-9,-9,3669,0.5,1.77,-9,45.1,36.4,35.1,33.6,28.7,-9,-9.0,-9,3,-9
20250701-1600,258,20,4.2,-9,-9.0,-9,1013.4,1013.6,-9,-9.0,32.4,26.6,72.0,34.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,4974,1.0,2.88,-9,34.9,30.7,28.7,27.2,26.2,-9,-9.0,-9,3,-9
